section;item_type;scene_no;scene_title;context;prompt;option_no;option_text;style;weight;comment;profile_id;profile_title;profile_part;profile_text;cta_block;cta_field;cta_text;editor_comment
simulator;option;18;Ваши чувства обесценивают;После тяжелого разговора с клиентом вы пытаетесь обозначить нагрузку, но руководитель сразу сводит все к вашей чувствительности.;Руководитель: «Не принимай так близко к сердцу. Это просто работа».;2;«Удобно называть все чувствительностью, когда не хочется разбираться».;Защитный;3;Вы защищаете себя от обесценивания, но через встречный укол, который только усилит дистанцию.;;;;;;;;
simulator;option;18;Ваши чувства обесценивают;После тяжелого разговора с клиентом вы пытаетесь обозначить нагрузку, но руководитель сразу сводит все к вашей чувствительности.;Руководитель: «Не принимай так близко к сердцу. Это просто работа».;3;«Я говорю не о том, что мне просто неприятно. Я говорю о нагрузке, которая уже влияет на мою устойчивость и качество работы».;Зрелый;3;Вы переводите разговор с ярлыка «эмоциональность» на рабочие последствия и реальность состояния.;;;;;;;;
simulator;option;18;Ваши чувства обесценивают;После тяжелого разговора с клиентом вы пытаетесь обозначить нагрузку, но руководитель сразу сводит все к вашей чувствительности.;Руководитель: «Не принимай так близко к сердцу. Это просто работа».;4;«Для меня важно, чтобы это не сводилось к „не принимай близко“. Хочу обсудить, как мы поддерживаем людей в таких кейсах».;Зрелый;2;Вы не защищаетесь оправданиями, а расширяете разговор до уровня практики и нормы.;;;;;;;;
simulator;option;19;Изменения в последний момент;Когда работа уже почти завершена, заказчик добавляет новый объем и ожидает, что сроки не изменятся.;Заказчик: «Это же небольшая доработка. Не думаю, что из-за нее надо трогать дедлайн».;1;«Хорошо, попробуем встроить это без изменений по срокам».;Избегающий;3;Вы выбираете согласие без реальной оценки стоимости, а значит — риск скрытого перерасхода.;;;;;;;;
simulator;option;19;Изменения в последний момент;Когда работа уже почти завершена, заказчик добавляет новый объем и ожидает, что сроки не изменятся.;Заказчик: «Это же небольшая доработка. Не думаю, что из-за нее надо трогать дедлайн».;2;«Конечно, со стороны все всегда выглядит „небольшой доработкой“».;Защитный;2;Вы справедливо раздражены, но ответ звучит как снисхождение, а не как рабочая рамка.;;;;;;;;
simulator;option;19;Изменения в последний момент;Когда работа уже почти завершена, заказчик добавляет новый объем и ожидает, что сроки не изменятся.;Заказчик: «Это же небольшая доработка. Не думаю, что из-за нее надо трогать дедлайн».;3;«Доработка действительно не огромная, но у нее есть стоимость по времени. Давайте выберем: либо перенос срока, либо снимаем что-то из текущего объема».;Зрелый;3;Вы не драматизируете и одновременно не позволяете стоимости новой работы исчезнуть.;;;;;;;;
simulator;option;19;Изменения в последний момент;Когда работа уже почти завершена, заказчик добавляет новый объем и ожидает, что сроки не изменятся.;Заказчик: «Это же небольшая доработка. Не думаю, что из-за нее надо трогать дедлайн».;4;«Чтобы сохранить дедлайн, мне нужно понять, чем эта доработка менее важна, чем уже согласованный объем».;Зрелый;2;Вы возвращаете разговор к приоритизации, а не к магическому «добавим еще и успеем».;;;;;;;;
simulator;option;20;Сказать твердое нет;Вас просят взять еще одну ответственность, и вы понимаете, что это уже будет прямой ущерб текущей работе.;Руководитель: «Мне нужно, чтобы ты это подхватил. Больше сейчас некому».;1;«Хорошо, возьму. Раз больше некому, значит, надо».;Избегающий;3;Вы идете в самопожертвование быстрее, чем в оценку реальной цены такого согласия.;;;;;;;;
simulator;option;20;Сказать твердое нет;Вас просят взять еще одну ответственность, и вы понимаете, что это уже будет прямой ущерб текущей работе.;Руководитель: «Мне нужно, чтобы ты это подхватил. Больше сейчас некому».;2;«То, что больше некому, не значит, что это автоматически должен быть я».;Защитный;2;Суть границы верная, но форма достаточно колкая, чтобы спровоцировать встречное давление.;;;;;;;;
simulator;option;20;Сказать твердое нет;Вас просят взять еще одну ответственность, и вы понимаете, что это уже будет прямой ущерб текущей работе.;Руководитель: «Мне нужно, чтобы ты это подхватил. Больше сейчас некому».;3;«Я это не возьму поверх текущего объема. Если это стало приоритетом, нужно решить, что тогда снимаем».;Зрелый;3;Вы говорите «нет» без оправдания и сразу возвращаете разговор к ответственности за приоритеты.;;;;;;;;
simulator;option;20;Сказать твердое нет;Вас просят взять еще одну ответственность, и вы понимаете, что это уже будет прямой ущерб текущей работе.;Руководитель: «Мне нужно, чтобы ты это подхватил. Больше сейчас некому».;4;«Понимаю срочность. Но если я возьму это сейчас, я ухудшу то, за что уже отвечаю. Хочу честно это обозначить».;Зрелый;2;Вы не жестите и не соглашаетесь автоматически, а держите ясную взрослую рамку.;;;;;;;;
profiles;profile;;;;;;;;;;1;Сглаживающий;Краткое описание;Вы часто выбираете сохранить отношения и тишину даже тогда, когда цена этого слишком высока для вас.;;;;
profiles;profile;;;;;;;;;;1;Сглаживающий;Как это выглядит в жизни;В жизни это выглядит как осторожность, лишние уступки, перенос неудобных разговоров и попытка быть удобным, чтобы не обострять ситуацию.;;;;
profiles;profile;;;;;;;;;;1;Сглаживающий;Чем мешает;Нужные темы откладываются, а напряжение копится.;;;;
profiles;profile;;;;;;;;;;1;Сглаживающий;Чем мешает;Ваш вклад и границы становятся менее заметными.;;;;
profiles;profile;;;;;;;;;;1;Сглаживающий;Чем мешает;Другие привыкают, что вы подстроитесь.;;;;
profiles;profile;;;;;;;;;;1;Сглаживающий;Сильные стороны;Вы умеете снижать градус и не разбрасываться резкостью.;;;;
profiles;profile;;;;;;;;;;1;Сглаживающий;Сильные стороны;Вам легко видеть состояние других людей.;;;;
profiles;profile;;;;;;;;;;1;Сглаживающий;Сильные стороны;Вы не разрушаете контакт на эмоциях.;;;;
profiles;profile;;;;;;;;;;1;Сглаживающий;Что развивать;Учиться говорить о неудобном раньше, чем ситуация станет критичной.;;;;
profiles;profile;;;;;;;;;;1;Сглаживающий;Что развивать;Отделять уважение к другому от отказа от себя.;;;;
profiles;profile;;;;;;;;;;1;Сглаживающий;Что развивать;Тренировать короткие фразы, которые держат границу без нападения.;;;;
profiles;profile;;;;;;;;;;1;Сглаживающий;Мягкий вывод;В обучении ПСИвИт этот стиль можно быстро перевести из 'терплю и замолкаю' в спокойное, ясное общение без чувства вины.;;;;
profiles;profile;;;;;;;;;;2;Контратакующий;Краткое описание;Вы замечаете давление и несправедливость быстро, но часто отвечаете так, что разговор превращается в борьбу за правоту.;;;;
profiles;profile;;;;;;;;;;2;Контратакующий;Как это выглядит в жизни;В жизни это выглядит как жесткие ответы, колкость, резкое обозначение своей позиции и повышенная готовность защищаться даже там, где еще можно было договориться.;;;;
profiles;profile;;;;;;;;;;2;Контратакующий;Чем мешает;Суть проблемы теряется за тоном разговора.;;;;
profiles;profile;;;;;;;;;;2;Контратакующий;Чем мешает;Люди слышат атаку раньше, чем вашу мысль.;;;;
profiles;profile;;;;;;;;;;2;Контратакующий;Чем мешает;После разговора остается больше напряжения, чем решения.;;;;
profiles;profile;;;;;;;;;;2;Контратакующий;Сильные стороны;Вы умеете замечать давление и не склонны растворяться в чужих ожиданиях.;;;;
profiles;profile;;;;;;;;;;2;Контратакующий;Сильные стороны;У вас есть энергия на защиту себя и команды.;;;;
profiles;profile;;;;;;;;;;2;Контратакующий;Сильные стороны;Вы не прячете проблему под вежливость.;;;;
profiles;profile;;;;;;;;;;2;Контратакующий;Что развивать;Тормозить импульс ответа и возвращать разговор к фактам.;;;;
profiles;profile;;;;;;;;;;2;Контратакующий;Что развивать;Отделять границу от наказания другого человека.;;;;
profiles;profile;;;;;;;;;;2;Контратакующий;Что развивать;Тренировать формулировки, где есть твердость без укола.;;;;
profiles;profile;;;;;;;;;;2;Контратакующий;Мягкий вывод;Обучение ПСИвИт помогает сохранить вашу силу, но убрать лишний конфликтный шум, чтобы вас не только слышали, но и принимали в расчет.;;;;
profiles;profile;;;;;;;;;;3;Зрелый навигатор;Краткое описание;Вы чаще держите и себя, и контакт с другим человеком. Это самый устойчивый стиль для сложных разговоров.;;;;
profiles;profile;;;;;;;;;;3;Зрелый навигатор;Как это выглядит в жизни;В жизни это выглядит как спокойное обозначение границ, умение переводить эмоции в предметный разговор и сохранять достоинство без игры в жесткость.;;;;
profiles;profile;;;;;;;;;;3;Зрелый навигатор;Чем мешает;Даже сильный стиль можно усилить, если научиться замечать свои триггеры раньше.;;;;
profiles;profile;;;;;;;;;;3;Зрелый навигатор;Чем мешает;Под давлением есть риск скатиться в излишнюю рациональность или спасательство.;;;;
profiles;profile;;;;;;;;;;3;Зрелый навигатор;Сильные стороны;Вы умеете говорить ясно и не растворяться в конфликте.;;;;
profiles;profile;;;;;;;;;;3;Зрелый навигатор;Сильные стороны;Вам легче сохранять рабочий контакт даже в напряжении.;;;;
profiles;profile;;;;;;;;;;3;Зрелый навигатор;Сильные стороны;Вы ориентируетесь на результат, а не только на реакцию момента.;;;;
profiles;profile;;;;;;;;;;3;Зрелый навигатор;Что развивать;Развивать гибкость под разные роли и уровни давления.;;;;
profiles;profile;;;;;;;;;;3;Зрелый навигатор;Что развивать;Точнее считывать динамику власти и статуса в разговоре.;;;;
profiles;profile;;;;;;;;;;3;Зрелый навигатор;Что развивать;Осознанно строить влияние, а не только корректно общаться.;;;;
profiles;profile;;;;;;;;;;3;Зрелый навигатор;Мягкий вывод;Для вас обучение ПСИвИт может стать не базовой настройкой, а следующим уровнем: больше точности, влияния и устойчивости в непростых диалогах.;;;;
cta;copy;;;;;;;;;;;;;;Экран результата;Заголовок;Теперь это можно не просто понять, а перестроить;
cta;copy;;;;;;;;;;;;;;Экран результата;Текст;Программа ПСИвИт по мягким навыкам переводит этот вывод в практику: как говорить о неудобном, держать границы, давать обратную связь и не проваливаться ни в уступчивость, ни в жесткую защиту.;
cta;copy;;;;;;;;;;;;;;Экран результата;Кнопка;Посмотреть программу;
cta;copy;;;;;;;;;;;;;;Экран программы;Заголовок;Программа, которая переводит вывод из симулятора в реальные разговоры;
cta;copy;;;;;;;;;;;;;;Экран программы;Вводный текст;Этот экран можно использовать как промежуточный продуктовый шаг между симулятором и реальной продающей страницей курса. Здесь уже есть взрослое позиционирование, структура программы и понятная точка для дальнейшей интеграции формы или внешней ссылки.;
cta;copy;;;;;;;;;;;;;;Экран программы;Что внутри программы;Как говорить о проблеме без лишней жесткости и без самосдачи.;
cta;copy;;;;;;;;;;;;;;Экран программы;Что внутри программы;Как держать границы в общении с руководителем, коллегой и командой.;
cta;copy;;;;;;;;;;;;;;Экран программы;Что внутри программы;Как давать сложную обратную связь так, чтобы после нее работа продолжалась.;
cta;copy;;;;;;;;;;;;;;Экран программы;Что внутри программы;Как выдерживать обесценивание, перебивания и позиционное давление.;
cta;copy;;;;;;;;;;;;;;Экран программы;Что внутри программы;Как строить влияние в разговоре, а не просто правильно подбирать слова.;
cta;copy;;;;;;;;;;;;;;Экран программы;Правый информационный блок;Сейчас это внутренняя страница программы, на которую уже можно вести из результата симулятора.;
cta;copy;;;;;;;;;;;;;;Экран программы;Правый информационный блок;Следующим шагом сюда стоит подключить один из трех вариантов: реальную ссылку на курс, форму заявки или ссылку на бота в Телеграме.;
cta;copy;;;;;;;;;;;;;;Экран программы;Правый информационный блок;До подключения системы учета заявок эта страница уже работает как связующий шаг: пользователь не упирается в заглушку, а попадает в логичное продолжение продукта.;
cta;copy;;;;;;;;;;;;;;Экран программы;Рекомендуемое следующее обновление;Заменить переход сюда на реальную продающую страницу или встроить форму «оставить контакт и получить программу».;
